municipio_6,ano,populacao,nome_municipio,qtd_internacoes_uti,qtd_internacoes_icsap_uti,soma_val_tot,soma_dias_perm,qtd_estabelecimentos_media,qtd_leitos_existentes_media,qtd_leitos_sus_media,siops_dotacao_atualizada,siops_despesa_empenhada,siops_despesa_liquidada,siops_despesa_paga
352340,2022,121590,Itatiba - SP,608,120,3026467.89,4983,211.33333333333334,157.16666666666666,76.5,,,,
352350,2022,19070,Itatinga - SP,91,13,971674.36,1028,20.75,14.0,7.0,,,,
352360,2022,16148,Itirapina - SP,69,8,492870.29,759,25.416666666666668,14.25,14.25,,,,
352370,2022,5779,Itirapuã - SP,30,4,278247.42,314,7.0,,,,,,
352380,2022,8046,Itobi - SP,51,17,259880.24000000002,389,6.666666666666667,,,,,,
352390,2022,168240,Itu - SP,973,137,6954627.91,10217,360.8333333333333,448.5833333333333,381.3333333333333,,,,
352400,2022,70616,Itupeva - SP,223,17,1616931.33,2645,65.0,88.0,50.0,,,,
352410,2022,37571,Ituverava - SP,420,75,2399771.61,3330,222.33333333333334,142.41666666666666,63.666666666666664,,,,
352420,2022,6221,Jaborandi - SP,40,7,387755.0,384,11.75,17.416666666666668,17.0,,,,
352430,2022,71821,Jaboticabal - SP,472,123,3710161.22,5355,216.16666666666666,238.0,49.666666666666664,,,,
352440,2022,240275,Jacareí - SP,1902,332,12917976.25,19747,479.4166666666667,461.3333333333333,217.66666666666666,,,,
352450,2022,7613,Jaci - SP,87,10,760615.18,744,9.0,216.0,149.0,,,,
352460,2022,16097,Jacupiranga - SP,72,9,580273.77,1015,22.0,,,,,,
352470,2022,59347,Jaguariúna - SP,385,82,2888802.69,4499,113.58333333333333,102.33333333333333,92.83333333333333,,,,
352480,2022,48776,Jales - SP,402,52,3660457.5100000002,4368,239.91666666666666,181.33333333333334,127.16666666666667,,,,
352490,2022,6397,Jambeiro - SP,22,6,127717.08,265,6.666666666666667,,,,,,
352500,2022,118045,Jandira - SP,379,57,2764851.4,6220,62.25,17.0,0.75,,,,
352510,2022,45282,Jardinópolis - SP,244,45,2202261.69,2840,70.66666666666667,,,,,,
352520,2022,37535,Jarinu - SP,191,30,1180757.58,1672,27.583333333333332,30.0,18.0,,,,
352530,2022,133497,Jaú - SP,1259,269,9944703.62,15603,473.75,1101.75,749.9166666666666,,,,
352540,2022,3863,Jeriquara - SP,11,4,98243.36,87,3.0,,,,,,
352550,2022,12815,Joanópolis - SP,53,12,515077.6,734,13.0,11.0,11.0,,,,
352560,2022,4371,João Ramalho - SP,54,17,304913.48,567,6.166666666666667,,,,,,
352570,2022,36633,José Bonifácio - SP,357,86,3547927.03,3986,71.66666666666667,67.0,22.0,,,,
352580,2022,4254,Júlio Mesquita - SP,37,4,286348.63,515,5.0,,,,,,
352585,2022,3056,Jumirim - SP,6,1,24942.86,33,6.0,,,,,,
352590,2022,443221,Jundiaí - SP,2546,402,16277673.41,24751,1790.5833333333333,1066.75,533.5833333333334,,,,
352600,2022,20448,Junqueirópolis - SP,144,25,1167241.05,1461,37.0,46.0,25.0,,,,
352610,2022,17154,Juquiá - SP,93,10,492792.76,856,16.0,,,,,,
352620,2022,27404,Juquitiba - SP,202,30,1834652.99,3065,18.5,12.083333333333334,12.083333333333334,,,,
352630,2022,5083,Lagoinha - SP,27,8,245272.07,306,8.0,,,,,,
352640,2022,26261,Laranjal Paulista - SP,101,11,981112.99,1161,92.08333333333333,51.75,32.5,,,,
352650,2022,9689,Lavínia - SP,46,8,267448.58,526,8.833333333333334,,,,,,
352660,2022,7171,Lavrinhas - SP,59,10,402799.46,787,7.7272727272727275,,,,,,
352670,2022,98161,Leme - SP,551,113,3525062.66,5611,221.0,143.66666666666666,88.75,,,,
352680,2022,66505,Lençóis Paulista - SP,620,158,3721700.7399999998,6702,255.83333333333334,187.0,53.333333333333336,,,,
352690,2022,291869,Limeira - SP,1621,308,15770787.57,18805,1043.3333333333333,493.1666666666667,236.91666666666666,,,,
352700,2022,7014,Lindóia - SP,17,2,220167.24,301,14.3,,,,,,
352710,2022,74779,Lins - SP,466,79,3242634.98,5385,559.9166666666666,461.9166666666667,350.5,,,,
352720,2022,84855,Lorena - SP,786,231,4530166.87,7795,340.8333333333333,213.66666666666666,107.91666666666667,,,,
352725,2022,1950,Lourdes - SP,17,4,143178.05,218,4.3,,,,,,
352730,2022,51847,Louveira - SP,144,25,882085.61,1456,47.5,44.5,28.833333333333332,,,,
352740,2022,20061,Lucélia - SP,112,14,708539.6699999999,1115,41.166666666666664,36.0,30.0,,,,
352750,2022,2372,Lucianópolis - SP,13,2,60486.11,117,3.0,,,,,,
352760,2022,12265,Luís Antônio - SP,64,10,568092.2,676,23.75,,,,,,
352770,2022,4701,Luiziânia - SP,79,17,373681.33999999997,672,6.166666666666667,,,,,,
352780,2022,3981,Lupércio - SP,24,3,211730.96,403,5.0,,,,,,
352790,2022,2661,Lutécia - SP,33,7,312856.73,407,3.0,,,,,,
352800,2022,16829,Macatuba - SP,141,37,898584.16,1668,35.0,34.5,19.0,,,,
352810,2022,7481,Macaubal - SP,49,6,438544.6,518,10.25,15.333333333333334,10.5,,,,
352820,2022,3963,Macedônia - SP,33,4,266155.15,402,4.0,,,,,,
352830,2022,3165,Magda - SP,23,4,172037.53,222,4.0,,,,,,
352840,2022,50027,Mairinque - SP,191,36,1637013.85,2800,71.58333333333333,,,,,,
352850,2022,93853,Mairiporã - SP,245,26,2021648.17,3800,57.25,51.75,43.25,,,,
352860,2022,9871,Manduri - SP,42,5,375156.16,495,15.0,,,,,,
352870,2022,4573,Marabá Paulista - SP,24,2,275293.65,342,5.0,,,,,,
352880,2022,12673,Maracaí - SP,108,21,861584.01,1186,15.75,26.0,22.0,,,,
352885,2022,3292,Marapoama - SP,46,8,354273.02,311,4.0,,,,,,
352890,2022,3513,Mariápolis - SP,32,5,227990.9,295,4.0,,,,,,
352900,2022,237627,Marília - SP,2448,485,20247984.54,31148,1019.8333333333334,1069.0,823.25,,,,
352910,2022,1860,Marinópolis - SP,24,1,210760.72999999998,218,3.0,,,,,,
352920,2022,24881,Martinópolis - SP,92,20,736196.9,1121,45.5,48.333333333333336,40.0,,,,
352930,2022,79033,Matão - SP,555,157,4631650.42,6595,246.66666666666666,195.08333333333334,129.16666666666666,,,,
352940,2022,418261,Mauá - SP,1979,341,15033832.55,28813,315.0833333333333,665.25,281.75,,,,
352950,2022,6159,Mendonça - SP,64,11,529846.94,642,8.0,,,,,,
352960,2022,4572,Meridiano - SP,31,4,224723.56,204,7.0,,,,,,
352965,2022,1952,Mesópolis - SP,14,3,154787.98,146,2.0,,,,,,
352970,2022,19441,Miguelópolis - SP,146,28,971915.52,1228,46.916666666666664,77.75,56.75,,,,
352980,2022,11230,Mineiros do Tietê - SP,97,25,818999.01,1305,11.0,11.0,11.0,,,,
352990,2022,18553,Miracatu - SP,117,23,836178.86,1361,19.0,,,,,,
353000,2022,3126,Mira Estrela - SP,30,4,279462.45,265,5.0,,,,,,
353010,2022,27983,Mirandópolis - SP,254,74,1336514.73,2371,66.91666666666667,90.16666666666667,88.5,,,,
353020,2022,15917,Mirante do Paranapanema - SP,94,19,773479.67,1462,24.333333333333332,23.0,21.75,,,,
353030,2022,63337,Mirassol - SP,541,137,5557662.85,5971,147.5,79.66666666666667,28.666666666666668,,,,
353040,2022,4669,Mirassolândia - SP,58,14,548456.03,726,2.0,,,,,,
353050,2022,67681,Mococa - SP,621,140,4066588.47,5832,254.08333333333334,152.0,96.0,,,,
353060,2022,451505,Mogi das Cruzes - SP,2559,398,19625243.79,32629,341.1666666666667,1108.4166666666667,756.6666666666666,,,,
353070,2022,153658,Mogi Guaçu - SP,925,175,7223468.92,12128,393.6666666666667,419.25,201.5,,,,
353080,2022,92558,Mogi Mirim - SP,442,96,3768046.76,5931,270.5833333333333,214.25,135.83333333333334,,,,
353090,2022,3722,Mombuca - SP,19,5,159339.83000000002,192,4.0,,,,,,
353100,2022,1937,Monções - SP,12,0,59577.77,81,7.0,,,,,,
353110,2022,61951,Mongaguá - SP,401,98,2510758.53,4491,45.083333333333336,90.0,36.0,,,,
353120,2022,8627,Monte Alegre do Sul - SP,62,9,459474.72,624,15.25,,,,,,
353130,2022,47574,Monte Alto - SP,520,96,4472209.03,6693,234.5,133.5,73.91666666666667,,,,
353140,2022,22280,Monte Aprazível - SP,182,39,1939482.2,2115,51.333333333333336,80.0,30.0,,,,
353150,2022,18151,Monte Azul Paulista - SP,74,14,734985.71,783,47.0,70.0,51.0,,,,
353160,2022,4222,Monte Castelo - SP,52,10,335602.44,371,5.333333333333333,,,,,,
353170,2022,4138,Monteiro Lobato - SP,28,5,209928.36,339,7.0,,,,,,
353180,2022,64662,Monte Mor - SP,206,33,2243204.2,3311,75.66666666666667,35.0,26.0,,,,
353190,2022,27933,Morro Agudo - SP,188,48,1605249.74,2032,80.91666666666667,60.083333333333336,47.166666666666664,,,,
353200,2022,13720,Morungaba - SP,36,4,346881.06,389,21.0,22.0,11.0,,,,
353205,2022,4034,Motuca - SP,24,7,148832.49,250,6.0,,,,,,
353210,2022,3737,Murutinga do Sul - SP,24,7,133617.52,202,6.0,,,,,,
353215,2022,2660,Nantes - SP,24,5,162342.94,157,4.222222222222222,,,,,,
353220,2022,5713,Narandiba - SP,30,7,204561.17,287,5.25,,,,,,
353230,2022,6999,Natividade da Serra - SP,44,5,408179.52,733,6.0,,,,,,
353240,2022,18217,Nazaré Paulista - SP,94,9,746442.56,964,10.0,20.0,20.0,,,,
353250,2022,9699,Neves Paulista - SP,90,27,682622.58,873,15.166666666666666,21.0,10.0,,,,
353260,2022,9852,Nhandeara - SP,75,6,626444.73,694,41.666666666666664,129.0,35.0,,,,
353270,2022,4750,Nipoã - SP,40,9,362540.02,371,4.0,,,,,,
353280,2022,6693,Nova Aliança - SP,89,22,863520.1,933,5.0,,,,,,
353282,2022,8497,Nova Campina - SP,42,4,356460.54000000004,546,9.25,,,,,,
353284,2022,2032,Nova Canaã Paulista - SP,20,6,104922.53,151,3.0,,,,,,
353286,2022,1062,Nova Castilho - SP,3,0,17225.32,24,4.0,,,,,,
353290,2022,9311,Nova Europa - SP,45,5,335995.07,388,22.333333333333332,18.0,13.0,,,,
353300,2022,19419,Nova Granada - SP,189,54,1959491.1400000001,2085,34.333333333333336,62.0,19.0,,,,
353310,2022,2156,Nova Guataporanga - SP,11,0,67288.35,94,4.5,,,,,,
353320,2022,4609,Nova Independência - SP,37,10,220684.16,288,9.0,,,,,,
353325,2022,4412,Novais - SP,27,2,244789.13,309,3.4545454545454546,,,,,,
353330,2022,2837,Nova Luzitânia - SP,12,1,95581.44,119,4.0,,,,,,
353340,2022,62019,Nova Odessa - SP,166,27,1533594.51,2142,76.08333333333333,42.5,38.333333333333336,,,,
353350,2022,38324,Novo Horizonte - SP,318,81,2551782.3,2930,115.66666666666667,93.08333333333333,54.0,,,,
353360,2022,7391,Nuporanga - SP,43,14,398488.38,519,22.0,,,,,,
353370,2022,4331,Ocauçu - SP,32,6,321952.01,472,4.0,,,,,,
353380,2022,2512,Óleo - SP,11,1,60400.4,57,4.0,,,,,,
353390,2022,55074,Olímpia - SP,423,87,2997513.34,3981,170.33333333333334,86.83333333333333,46.833333333333336,,,,
353400,2022,4771,Onda Verde - SP,64,18,551001.24,479,7.0,,,,,,
353410,2022,6085,Oriente - SP,38,6,378675.13,518,12.083333333333334,,,,,,
353420,2022,6024,Orindiúva - SP,41,14,340632.57,452,17.0,,,,,,
353430,2022,38319,Orlândia - SP,87,10,730991.24,886,205.75,98.0,60.0,,,,
353440,2022,728615,Osasco - SP,3398,485,24818734.13,44840,1137.0833333333333,1198.3333333333333,789.0,,,,
353450,2022,2470,Oscar Bressane - SP,15,1,105192.8,114,4.0,,,,,,
353460,2022,31272,Osvaldo Cruz - SP,133,11,1243772.96,1435,88.66666666666667,77.0,55.5,,,,
353470,2022,103970,Ourinhos - SP,1011,235,7474308.15,9784,481.0,221.25,126.66666666666667,,,,
353475,2022,10294,Ouroeste - SP,59,9,540121.43,611,30.916666666666668,33.0,28.0,,,,
353480,2022,7779,Ouro Verde - SP,97,27,741484.27,881,8.25,,,,,,
353490,2022,14877,Pacaembu - SP,80,7,537900.83,891,30.0,37.0,32.0,,,,
353500,2022,11476,Palestina - SP,99,25,934962.45,928,22.0,,,,,,
353510,2022,9650,Palmares Paulista - SP,59,13,685595.33,650,19.166666666666668,,,,,,
353520,2022,8903,Palmeira d'Oeste - SP,77,14,617867.92,841,13.666666666666666,20.833333333333332,10.833333333333334,,,,
353530,2022,19594,Palmital - SP,145,22,1048292.98,1593,55.416666666666664,47.666666666666664,31.0,,,,
353540,2022,14964,Panorama - SP,105,19,808888.58,1004,20.0,31.0,31.0,,,,
353550,2022,41120,Paraguaçu Paulista - SP,435,111,3260674.95,4628,118.0,113.91666666666667,84.83333333333333,,,,
353560,2022,17667,Paraibuna - SP,150,38,1001143.2,1481,17.583333333333332,,,,,,
353570,2022,6099,Paraíso - SP,46,13,329853.35,422,11.0,,,,,,
353580,2022,19395,Paranapanema - SP,70,4,902027.4400000001,1036,52.25,23.5,21.0,,,,
353590,2022,4031,Paranapuã - SP,31,3,236195.8,268,2.0,,,,,,
353600,2022,10580,Parapuã - SP,90,17,517221.66,923,11.0,32.0,26.0,,,,
353610,2022,7153,Pardinho - SP,39,5,395868.61,404,4.0,,,,,,
353620,2022,19233,Pariquera-Açu - SP,120,30,886285.29,1515,31.0,204.66666666666666,203.0,,,,
353625,2022,2892,Parisi - SP,18,1,220898.11,187,2.0,,,,,,
353630,2022,14512,Patrocínio Paulista - SP,75,16,887068.6799999999,1049,19.666666666666668,35.0,23.0,,,,
353640,2022,7955,Paulicéia - SP,56,9,394367.76,656,6.181818181818182,,,,,,
353650,2022,110537,Paulínia - SP,608,125,4128936.95,7852,209.16666666666666,157.66666666666666,145.66666666666666,,,,
353657,2022,2090,Paulistânia - SP,7,1,54491.06,101,2.6666666666666665,,,,,,
353660,2022,7400,Paulo de Faria - SP,72,12,771439.97,920,8.0,20.75,16.0,,,,
353670,2022,44827,Pederneiras - SP,266,50,2040931.8499999999,3481,87.58333333333333,61.0,50.0,,,,
353680,2022,6557,Pedra Bela - SP,28,4,211241.54,231,5.0,,,,,,
353690,2022,2787,Pedranópolis - SP,22,4,177291.38999999998,200,5.0,,,,,,
353700,2022,15525,Pedregulho - SP,68,9,605331.59,762,24.166666666666668,64.0,55.0,,,,
353710,2022,43112,Pedreira - SP,325,88,1857794.7,2994,72.08333333333333,113.41666666666667,108.83333333333333,,,,
353715,2022,2804,Pedrinhas Paulista - SP,29,3,259419.46,342,9.0,,,,,,
353720,2022,11281,Pedro de Toledo - SP,40,6,234182.98,481,14.0,3.0,3.0,,,,
353730,2022,61679,Penápolis - SP,683,161,3291144.24,5258,213.58333333333334,181.58333333333334,165.66666666666666,,,,
353740,2022,24095,Pereira Barreto - SP,122,26,1092475.55,1226,76.5,56.0,50.0,,,,
353750,2022,8737,Pereiras - SP,47,3,581084.96,589,10.333333333333334,,,,,,
353760,2022,68352,Peruíbe - SP,477,113,2872608.6,5639,83.75,19.0,16.25,,,,
353770,2022,5519,Piacatu - SP,30,5,214532.28,271,5.0,,,,,,
353780,2022,52970,Piedade - SP,180,16,1433720.17,2358,68.08333333333333,79.0,59.0,,,,
353790,2022,27619,Pilar do Sul - SP,107,14,1022428.85,1897,31.75,35.0,27.0,,,,
353800,2022,165428,Pindamonhangaba - SP,1166,275,8819145.32,16056,456.4166666666667,324.1666666666667,162.5,,,,
353810,2022,14542,Pindorama - SP,98,20,900056.61,1087,21.5,,,,,,
353820,2022,15224,Pinhalzinho - SP,87,10,666986.0800000001,799,20.166666666666668,2.0,0.0,,,,
353830,2022,3264,Piquerobi - SP,20,4,149454.09,278,3.0,,,,,,
353850,2022,12490,Piquete - SP,134,34,800249.19,1416,15.0,,,,,,
353860,2022,26029,Piracaia - SP,134,18,1274593.77,1481,29.083333333333332,47.25,28.583333333333332,,,,
353870,2022,423323,Piracicaba - SP,2625,471,22034180.45,28564,1182.4166666666667,911.4166666666666,480.1666666666667,,,,
353880,2022,29436,Piraju - SP,124,11,1652356.1500000001,1859,88.66666666666667,68.0,49.0,,,,
353890,2022,22431,Pirajuí - SP,154,21,944238.1,1620,58.416666666666664,288.75,84.75,,,,
353900,2022,10885,Pirangi - SP,78,13,603381.99,685,26.0,46.25,20.0,,,,
353910,2022,18370,Pirapora do Bom Jesus - SP,77,17,661962.6,1333,14.666666666666666,,,,,,
353920,2022,25348,Pirapozinho - SP,123,22,852281.74,1720,33.666666666666664,,,,,,
353930,2022,73545,Pirassununga - SP,423,94,2620834.57,4521,300.1666666666667,184.25,67.5,,,,
353940,2022,15108,Piratininga - SP,128,27,884948.86,1762,15.0,40.5,37.666666666666664,,,,
353950,2022,33674,Pitangueiras - SP,158,21,1609441.02,1915,69.58333333333333,50.0,32.0,,,,
353960,2022,4389,Planalto - SP,40,9,431614.61,358,3.1666666666666665,,,,,,
353970,2022,3025,Platina - SP,25,8,133187.55,181,2.0,,,,,,
353980,2022,103765,Poá - SP,384,57,3114445.6,5204,69.41666666666667,10.0,10.0,,,,
353990,2022,5592,Poloni - SP,53,9,555072.46,580,7.416666666666667,,,,,,
354000,2022,20196,Pompéia - SP,108,8,756402.99,1045,132.91666666666666,29.75,24.25,,,,
354010,2022,3395,Pongaí - SP,44,4,244900.96,379,2.0,,,,,,
354020,2022,37607,Pontal - SP,148,28,1385409.39,1805,83.33333333333333,40.0,32.0,,,,
354025,2022,4127,Pontalinda - SP,37,5,415898.1,442,2.0,,,,,,
354030,2022,2387,Pontes Gestal - SP,17,3,136747.33,194,4.0,,,,,,
354040,2022,4127,Populina - SP,35,3,283921.68,375,5.083333333333333,18.0,6.5,,,,
354050,2022,10451,Porangaba - SP,54,11,574584.25,679,15.5,,,,,,
354060,2022,56497,Porto Feliz - SP,90,9,637069.64,1214,95.91666666666667,66.33333333333333,40.833333333333336,,,,
354070,2022,52649,Porto Ferreira - SP,290,57,1933066.72,2710,195.5,62.25,37.0,,,,
354075,2022,20392,Potim - SP,166,24,1373902.75,2434,21.0,,,,,,
354080,2022,18496,Potirendaba - SP,143,28,1481894.04,1571,21.916666666666668,31.75,27.75,,,,
354085,2022,2578,Pracinha - SP,21,6,191167.07,318,3.0,,,,,,
354090,2022,17078,Pradópolis - SP,85,18,849351.6900000001,927,26.916666666666668,,,,,,
354100,2022,349935,Praia Grande - SP,1777,328,13016884.66,22452,293.3333333333333,418.3333333333333,258.6666666666667,,,,
354105,2022,5126,Pratânia - SP,38,4,448539.05,506,6.0,,,,,,
354110,2022,3804,Presidente Alves - SP,31,5,145451.53,326,3.8333333333333335,,,,,,
354120,2022,14490,Presidente Bernardes - SP,56,12,468200.3,671,33.54545454545455,51.0,40.0,,,,
354130,2022,39505,Presidente Epitácio - SP,147,34,1128769.71,1623,65.0,81.33333333333333,69.66666666666667,,,,
354140,2022,225668,Presidente Prudente - SP,1237,234,10283397.7,16608,988.3333333333334,1297.3333333333333,852.5,,,,
354150,2022,35201,Presidente Venceslau - SP,274,73,1717437.53,2782,106.08333333333333,112.33333333333333,70.5,,,,
354160,2022,35131,Promissão - SP,377,93,1910746.94,3297,89.91666666666667,56.0,55.666666666666664,,,,
354165,2022,3405,Quadra - SP,16,4,93112.47,125,5.0,,,,,,
354170,2022,13163,Quatá - SP,122,36,682290.51,1092,34.666666666666664,,,,,,
354180,2022,3265,Queiroz - SP,46,5,234117.37,428,2.0,,,,,,
354190,2022,9159,Queluz - SP,82,26,654864.74,1014,11.0,19.0,19.0,,,,
354200,2022,7038,Quintana - SP,48,6,306485.49,468,29.5,,,,,,
354210,2022,8965,Rafard - SP,65,13,510168.13,724,5.0,,,,,,
354220,2022,28588,Rancharia - SP,362,139,1729337.01,2552,79.0,119.16666666666667,81.83333333333333,,,,
354230,2022,4494,Redenção da Serra - SP,15,2,145279.57,159,5.0,,,,,,
354240,2022,20145,Regente Feijó - SP,89,12,771627.52,1201,33.666666666666664,43.25,33.0,,,,
354250,2022,7662,Reginópolis - SP,47,11,285337.81,636,8.25,,,,,,
354260,2022,59947,Registro - SP,265,40,1731067.52,2954,131.16666666666666,275.75,210.91666666666666,,,,
354270,2022,6404,Restinga - SP,43,14,319682.58,407,5.333333333333333,,,,,,
354280,2022,3132,Ribeira - SP,12,2,148235.71,216,6.0,,,,,,
354290,2022,10989,Ribeirão Bonito - SP,78,21,482190.87,622,28.0,24.0,18.0,,,,
354300,2022,18627,Ribeirão Branco - SP,89,15,654945.38,1094,14.0,28.833333333333332,28.833333333333332,,,,
354310,2022,4608,Ribeirão Corrente - SP,15,4,137997.43,206,5.0,,,,,,
354320,2022,4677,Ribeirão do Sul - SP,51,12,506995.87,649,3.0,,,,,,
354323,2022,2025,Ribeirão dos Índios - SP,14,5,127032.9,135,2.0,,,,,,
354325,2022,7450,Ribeirão Grande - SP,42,3,234945.88,380,2.0,,,,,,
354330,2022,115559,Ribeirão Pires - SP,451,69,3537372.84,6540,126.83333333333333,186.08333333333334,53.25,,,,
354340,2022,698642,Ribeirão Preto - SP,3668,660,33533806.77,41859,2644.6666666666665,2699.75,1653.5,,,,
354350,2022,5599,Riversul - SP,24,3,159602.59,302,4.0,,,,,,
354360,2022,4049,Rifaina - SP,17,5,139151.19,142,7.0,,,,,,
354370,2022,9098,Rincão - SP,75,13,463206.33,756,13.916666666666666,,,,,,
354380,2022,9259,Rinópolis - SP,111,19,623518.5,1191,10.5,23.0,20.0,,,,
354390,2022,201418,Rio Claro - SP,824,109,5910582.06,8179,649.0,431.1666666666667,238.5,,,,
354400,2022,31328,Rio das Pedras - SP,126,19,1080255.16,1243,89.41666666666667,63.0,56.0,,,,
354410,2022,44170,Rio Grande da Serra - SP,196,35,1566439.75,2817,20.75,,,,,,
354420,2022,10309,Riolândia - SP,63,6,541014.44,659,13.0,39.5,25.583333333333332,,,,
354425,2022,17440,Rosana - SP,82,7,688137.48,1155,41.0,82.0,82.0,,,,
354430,2022,10832,Roseira - SP,75,17,637728.9,960,15.916666666666666,54.0,14.0,,,,
354440,2022,2700,Rubiácea - SP,9,2,43110.68,65,5.0,,,,,,
354450,2022,3833,Rubinéia - SP,58,18,479475.43,609,3.0,,,,,,
354460,2022,5112,Sabino - SP,37,6,222678.69,341,5.7272727272727275,,,,,,
354470,2022,2474,Sagres - SP,11,1,161763.0,136,2.0,,,,,,
354480,2022,6437,Sales - SP,46,8,344680.29,458,4.181818181818182,,,,,,
354490,2022,11411,Sales Oliveira - SP,36,7,359574.72,377,44.833333333333336,30.0,20.0,,,,
354500,2022,15202,Salesópolis - SP,93,11,782251.8200000001,1283,15.0,10.75,10.333333333333334,,,,
354510,2022,4808,Salmourão - SP,25,1,213994.91999999998,354,3.0,,,,,,
354515,2022,8161,Saltinho - SP,53,11,424569.72,584,6.2727272727272725,1.0,0.0,,,,
354520,2022,134319,Salto - SP,709,125,4261280.68,7371,207.83333333333334,159.33333333333334,126.0,,,,
354530,2022,43748,Salto de Pirapora - SP,144,20,1235425.58,1788,86.41666666666667,53.5,43.25,,,,
354540,2022,9050,Salto Grande - SP,49,11,242329.1,404,8.25,34.0,22.0,,,,
354550,2022,3645,Sandovalina - SP,19,2,113557.02,254,3.0,,,,,,
354560,2022,14018,Santa Adélia - SP,89,17,945473.0800000001,1052,37.333333333333336,19.416666666666668,10.666666666666666,,,,
354570,2022,6393,Santa Albertina - SP,77,10,625530.5599999999,845,8.25,,,,,,
354580,2022,183347,Santa Bárbara d'Oeste - SP,1020,198,7888081.76,12588,345.75,226.91666666666666,135.33333333333334,,,,
354600,2022,13975,Santa Branca - SP,98,18,548077.16,868,13.0,,,,,,
354610,2022,2598,Santa Clara d'Oeste - SP,38,11,221809.56,317,5.0,,,,,,
354620,2022,4277,Santa Cruz da Conceição - SP,25,7,149889.04,171,4.0,,,,,,
354625,2022,2116,Santa Cruz da Esperança - SP,15,2,106201.86,107,7.0,,,,,,
354630,2022,28864,Santa Cruz das Palmeiras - SP,93,8,1039053.7,1181,74.75,35.0,25.0,,,,
354640,2022,46442,Santa Cruz do Rio Pardo - SP,235,21,1867901.14,2064,154.08333333333334,125.25,72.5,,,,
354650,2022,6118,Santa Ernestina - SP,47,5,319240.41,412,6.416666666666667,,,,,,
354660,2022,34794,Santa Fé do Sul - SP,407,93,3109760.69,4055,128.0,92.08333333333333,72.75,,,,
354670,2022,23611,Santa Gertrudes - SP,89,8,659884.66,876,49.75,,,,,,
354680,2022,53174,Santa Isabel - SP,535,139,2946112.76,5961,44.666666666666664,93.33333333333333,80.16666666666667,,,,
354690,2022,7149,Santa Lúcia - SP,34,6,183199.02,302,5.5,8.0,0.0,,,,
354700,2022,5243,Santa Maria da Serra - SP,47,9,428495.51,592,9.0,6.0,6.0,,,,
354710,2022,2956,Santa Mercedes - SP,26,2,201457.0,377,7.375,,,,,,
354720,2022,1670,Santana da Ponte Pensa - SP,21,1,179347.55,161,2.875,,,,,,
354730,2022,154105,Santana de Parnaíba - SP,471,54,4107645.66,7403,56.25,70.0,68.0,,,,
354740,2022,2733,Santa Rita d'Oeste - SP,50,12,295096.52999999997,406,4.0,,,,,,
354750,2022,24833,Santa Rita do Passa Quatro - SP,112,14,1088592.26,1289,77.83333333333333,311.0,288.0,,,,
354760,2022,23411,Santa Rosa de Viterbo - SP,89,11,902774.56,852,67.41666666666667,32.0,19.0,,,,
354765,2022,1645,Santa Salete - SP,13,0,90923.71,109,2.0,,,,,,
354770,2022,17963,Santo Anastácio - SP,74,14,651057.86,890,44.333333333333336,56.0,37.0,,,,
354780,2022,748919,Santo André - SP,5992,1070,35749127.47,49253,772.3333333333334,2121.0,1017.9166666666666,,,,
354790,2022,6775,Santo Antônio da Alegria - SP,50,7,397542.54,499,20.5,16.416666666666668,16.0,,,,
354800,2022,23244,Santo Antônio de Posse - SP,80,13,818173.26,1137,38.916666666666664,,,,,,
354805,2022,8379,Santo Antônio do Aracanguá - SP,53,10,417418.8,475,4.0,,,,,,
354810,2022,6126,Santo Antônio do Jardim - SP,44,9,407783.95999999996,527,9.0,,,,,,
354820,2022,7133,Santo Antônio do Pinhal - SP,53,9,479391.81,694,19.916666666666668,,,,,,
354830,2022,3000,Santo Expedito - SP,19,2,210041.06,437,2.0,,,,,,
354840,2022,3899,Santópolis do Aguapeí - SP,30,3,325670.15,464,3.0,,,,,,
354850,2022,418608,Santos - SP,3183,724,25870519.61,37262,1689.0,2013.0,923.0,,,,
354860,2022,11674,São Bento do Sapucaí - SP,60,8,528846.49,825,14.909090909090908,40.0,26.0,,,,
